ProteinID,Gene,Description,control_1 Intensity,control_2 Intensity,control_3 Intensity,treatment_1 Intensity,treatment_2 Intensity,treatment_3 Intensity
Q5JVF3,PCID2,PCI domain-containing protein 2,22.3603,21.4517,22.5879,22.9339,22.3275,21.9762
Q5QJE6,DNTTIP2,Deoxynucleotidyltransferase terminal-interacting protein 2,28.8551,28.0592,28.7061,27.3798,28.1773,27.8255
Q5RKV6,EXOSC6,Exosome complex component MTR3,26.5727,26.3012,26.5623,26.1425,26.541,26.6201
Q5SRE5,NUP188,Nucleoporin NUP188 homolog,26.1852,26.1769,25.8847,27.3085,27.6041,27.4372
Q5SSJ5,HP1BP3,Heterochromatin protein 1-binding protein 3,31.0515,28.2019,28.7534,28.3842,29.306,29.0149
Q5SWX8,ODR4,Protein odr-4 homolog,20.5553,22.788,21.7851,23.7166,24.8476,20.231
Q5SY16,NOL9,Polynucleotide 5'-hydroxyl-kinase NOL9,27.8867,25.0565,26.6045,26.132,26.8688,24.9629
Q5SZK8,FREM2,FRAS1-related extracellular matrix protein 2,24.9365,21.7509,21.2601,20.9574,22.4702,21.2609
Q5T160,RARS2,"Probable arginine--tRNA ligase, mitochondrial",23.1201,22.326,22.4488,23.5997,22.4952,22.7752
Q5T200,ZC3H13,Zinc finger CCCH domain-containing protein 13,26.0214,21.5329,25.5869,22.3721,22.3851,22.1984
Q5T280,SPOUT1,Putative methyltransferase C9orf114,25.0329,24.6706,23.6002,21.9178,25.7126,23.796
Q5T2T1,MPP7,MAGUK p55 subfamily member 7,22.8155,21.87,21.2473,23.4171,23.8621,24.3803
Q5T440,IBA57,"Putative transferase CAF17, mitochondrial",25.5208,25.3215,23.1198,26.0915,25.6396,25.3105
Q5T653,MRPL2,"39S ribosomal protein L2, mitochondrial",28.2531,26.1082,25.2645,24.9004,26.3732,24.6978
Q5T749,KPRP,Keratinocyte proline-rich protein,22.8316,24.4662,23.8459,22.6619,22.394,22.7648
Q5T8P6,RBM26,RNA-binding protein 26,22.7673,21.3393,23.5861,23.6713,23.0633,23.018
Q5T9A4,ATAD3B,ATPase family AAA domain-containing protein 3B,27.9338,26.7329,25.5111,28.6009,28.4727,27.3169
Q5TC12,ATPAF1,ATP synthase mitochondrial F1 complex assembly factor 1,24.1972,24.531,23.8949,25.3178,24.9147,26.3791
Q5TZA2,CROCC,Rootletin,24.9142,24.6181,24.8916,27.1788,27.1516,26.7101
Q5U5X0,LYRM7,Complex III assembly factor LYRM7,20.9723,21.7271,22.389,22.2359,22.3969,23.446
Q5UCC4,EMC10,ER membrane protein complex subunit 10,29.7659,20.786,24.9592,28.1283,29.4583,27.4955
Q5UIP0,RIF1,Telomere-associated protein RIF1,28.6865,27.3974,28.0461,26.8639,27.6591,27.0896
Q5VT52,RPRD2,Regulation of nuclear pre-mRNA domain-containing protein 2,24.8538,21.6429,25.2473,25.3569,25.7574,26.1833
Q5VT66,1-Mar,Mitochondrial amidoxime-reducing component 1,25.1695,23.837,24.4106,26.4231,25.3105,24.3736
Q5VZL5,ZMYM4,Zinc finger MYM-type protein 4,24.6332,21.7281,20.6382,24.3822,24.2885,21.4426
Q5VZM2,RRAGB,Ras-related GTP-binding protein B,21.6683,21.812,23.0446,23.5994,23.1845,23.1895
Q5ZPR3,CD276,CD276 antigen,20.7696,25.3515,23.01,27.4612,28.1799,27.8952
Q68CP9,ARID2,AT-rich interactive domain-containing protein 2,23.9656,21.5798,23.3585,22.215,23.5361,24.1688
Q68D85,NCR3LG1,Natural cytotoxicity triggering receptor 3 ligand 1,21.4482,21.7456,23.1655,24.4186,24.8537,24.446
Q68D91,MBLAC2,Metallo-beta-lactamase domain-containing protein 2,21.682,21.2133,21.3536,23.9057,23.8516,23.9532
Q68E01,INTS3,Integrator complex subunit 3,23.934,22.3563,21.8675,21.6473,23.8121,23.8013
Q69YN4,VIRMA,Protein virilizer homolog,24.8752,24.307,24.6985,24.66,25.2882,25.1391
Q6DD88,ATL3,Atlastin-3,22.6867,21.8358,21.4426,25.4173,25.7901,25.2409
Q6IAA8,LAMTOR1,Ragulator complex protein LAMTOR1,26.9302,26.5024,26.1216,28.2996,27.8811,27.7578
Q6KC79,NIPBL,Nipped-B-like protein,24.3903,21.448,21.4782,21.5232,23.9817,21.3917
Q6L8Q7,PDE12,"2',5'-phosphodiesterase 12",25.1546,24.6053,24.1636,27.0802,27.6997,27.3566
Q6NUK1,SLC25A24,Calcium-binding mitochondrial carrier protein SCaMC-1,26.0231,24.9273,25.2754,28.5255,28.4269,28.2755
Q6NUQ1,RINT1,RAD50-interacting protein 1,21.8152,23.4169,22.7475,25.4729,26.3469,27.3051
Q6NUS6,TCTN3,Tectonic-3,21.263,21.3771,21.046,21.6239,23.9761,23.5571
Q6NVY1,HIBCH,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",27.0636,26.9523,26.7485,27.4191,27.5556,27.9644
Q6P1J9,CDC73,Parafibromin,25.9014,25.4234,25.5815,25.6384,25.8397,25.3703
Q6P1L8,MRPL14,"39S ribosomal protein L14, mitochondrial",22.4604,23.163,23.6426,23.5826,22.9088,24.389
Q6P1X6,C8orf82,UPF0598 protein C8orf82,22.8213,20.4131,22.7201,23.3293,22.8452,23.973
Q6P2E9,EDC4,Enhancer of mRNA-decapping protein 4,21.2155,21.8816,20.332,24.0078,22.5887,22.1537
Q6P2I3,FAHD2B,Fumarylacetoacetate hydrolase domain-containing protein 2B,23.7589,22.2716,22.2723,24.7162,24.0732,22.9068
Q6P2Q9,PRPF8,Pre-mRNA-processing-splicing factor 8,30.836,29.8524,30.0115,29.6397,30.0099,29.7192
Q6P587,FAHD1,"Acylpyruvase FAHD1, mitochondrial",25.5069,23.8566,24.6646,26.1215,25.6484,25.4723
Q6P9B9,INTS5,Integrator complex subunit 5,21.0724,23.025,22.8671,22.6623,23.802,21.4818
Q6PD62,CTR9,RNA polymerase-associated protein CTR9 homolog,26.3999,23.6198,25.5784,25.4348,26.5512,25.8283
Q6PI48,DARS2,"Aspartate--tRNA ligase, mitochondrial",29.7645,29.4173,29.7649,30.374,30.7541,30.3927
Q6PI78,TMEM65,Transmembrane protein 65,22.2513,20.7719,21.9425,25.2394,24.7143,22.287
Q6PJT7,ZC3H14,Zinc finger CCCH domain-containing protein 14,26.2489,26.1728,26.3926,25.4548,26.3411,24.9232
Q6PK18,OGFOD3,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3,21.4034,22.3147,21.9795,22.6543,22.437,20.4358
Q6PKG0,LARP1,La-related protein 1,24.1004,20.813,23.6122,24.6192,24.2146,23.4972
Q6PL18,ATAD2,ATPase family AAA domain-containing protein 2,26.1715,24.7957,24.6764,23.2209,25.7489,25.737
Q6RFH5,WDR74,WD repeat-containing protein 74,25.7048,22.0234,24.6348,24.4268,25.2834,25.1053
Q6S8J3,POTEE,POTE ankyrin domain family member E,27.0342,26.7356,22.0705,28.0605,28.4466,27.5913
Q6UB35,MTHFD1L,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",29.3036,29.0335,28.8167,29.84,29.8129,29.6358
Q6UN15,FIP1L1,Pre-mRNA 3'-end-processing factor FIP1,25.4634,26.2944,26.5932,24.4988,26.0029,25.0059
Q6UVY6,MOXD1,DBH-like monooxygenase protein 1,23.9089,23.4202,22.4215,26.0167,25.4355,25.84
Q6UW56,ATRAID,All-trans retinoic acid-induced differentiation factor,22.6256,21.9369,21.6939,24.6668,21.0883,23.6573
Q6UW63,KDELC1,KDEL motif-containing protein 1,21.824,20.5956,21.5464,23.6435,22.7398,23.0185
Q6UW68,TMEM205,Transmembrane protein 205,26.407,23.0984,25.3951,27.0249,26.7973,23.5957
Q6UXH1,CRELD2,Cysteine-rich with EGF-like domain protein 2,21.8228,21.6844,22.9728,26.8967,26.3858,26.9224
Q6UXN9,WDR82,WD repeat-containing protein 82,21.6814,22.0033,21.6634,23.7908,21.6393,23.2457
Q6WCQ1,MPRIP,Myosin phosphatase Rho-interacting protein,23.6488,22.578,22.3764,22.6465,22.6109,22.6281
Q6Y1H2,HACD2,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2,23.7012,21.647,21.3376,20.9832,23.8722,23.2775
Q6Y288,B3GLCT,"Beta-1,3-glucosyltransferase",21.94,21.6412,21.7927,25.0385,25.33,25.1879
Q6YHK3,CD109,CD109 antigen,21.7726,20.9514,20.7739,23.9866,25.8527,25.2586
Q6YN16,HSDL2,Hydroxysteroid dehydrogenase-like protein 2,29.1248,28.9055,28.8232,29.163,29.2573,29.0474
Q6ZRS2,SRCAP,Helicase SRCAP,26.5068,24.2128,24.9344,23.4917,24.9044,23.3335
Q70UQ0,IKBIP,Inhibitor of nuclear factor kappa-B kinase-interacting protein,27.6226,26.3184,27.3392,28.8793,28.9982,29.0179
Q71DI3,HIST2H3A,Histone H3.2,26.7815,26.8252,25.9251,27.2971,25.7817,29.0978
Q71RC2,LARP4,La-related protein 4,21.2381,21.1968,21.8245,22.1517,24.2031,24.172
Q7KYR7,BTN2A1,Butyrophilin subfamily 2 member A1,21.5942,22.3222,21.3686,21.6275,24.0576,21.9711
Q7KZ85,SUPT6H,Transcription elongation factor SPT6,28.3932,27.1603,28.0618,27.4192,27.8352,27.4727
Q7KZF4,SND1,Staphylococcal nuclease domain-containing protein 1,29.4912,29.4229,29.73,31.1956,31.097,30.9665
Q7KZN9,COX15,Cytochrome c oxidase assembly protein COX15 homolog,20.7746,20.5944,21.5853,22.9693,21.24,21.884
Q7L014,DDX46,Probable ATP-dependent RNA helicase DDX46,26.2674,27.4418,27.0845,26.5724,26.1437,24.8986
Q7L0Y3,TRMT10C,tRNA methyltransferase 10 homolog C,27.9493,28.127,27.5865,27.6521,28.0415,27.6126
Q7L1Q6,BZW1,Basic leucine zipper and W2 domain-containing protein 1,23.1316,21.7201,20.9922,24.2858,21.8176,22.6461
Q7L2E3,DHX30,Putative ATP-dependent RNA helicase DHX30,28.9062,28.0628,28.1307,29.0866,29.0953,28.565
Q7L2H7,EIF3M,Eukaryotic translation initiation factor 3 subunit M,22.7843,22.4353,21.9005,19.7083,19.1085,22.9958
Q7RTV0,PHF5A,PHD finger-like domain-containing protein 5A,26.2077,26.1997,25.6175,26.2845,25.745,25.4571
Q7Z2K6,ERMP1,Endoplasmic reticulum metallopeptidase 1,25.2131,22.1808,21.8179,22.2225,25.3455,26.5444
Q7Z2T5,TRMT1L,TRMT1-like protein,21.7936,22.2846,23.023,23.48,24.8353,23.8022
Q7Z2W4,ZC3HAV1,Zinc finger CCCH-type antiviral protein 1,24.6345,22.6512,22.6995,23.3061,24.5493,24.0401
Q7Z2W9,MRPL21,"39S ribosomal protein L21, mitochondrial",26.6891,26.1512,26.1479,27.1096,26.3817,26.9728
Q7Z3B4,NUP54,Nucleoporin p54,21.5531,20.9115,25.655,27.143,27.8953,27.5993
Q7Z3K3,POGZ,Pogo transposable element with ZNF domain,26.9477,26.539,26.259,25.8825,26.4127,26.3945
Q7Z4H8,KDELC2,KDEL motif-containing protein 2,25.5952,25.6365,25.9388,28.889,28.6709,29
Q7Z4W1,DCXR,L-xylulose reductase,25.1557,24.8306,24.4459,25.3642,26.1915,25.8631
Q7Z6E9,RBBP6,E3 ubiquitin-protein ligase RBBP6,24.8321,25.1391,24.7601,23.0814,20.1582,21.4945
Q7Z7H5,TMED4,Transmembrane emp24 domain-containing protein 4,20.85,21.117,23.0557,27.0637,26.7818,22.6906
Q7Z7H8,MRPL10,"39S ribosomal protein L10, mitochondrial",26.0583,25.8375,25.0847,26.2689,25.7821,26.0391
Q7Z7K6,CENPV,Centromere protein V,27.9233,26.7816,26.8669,26.638,27.6311,27.728
Q86SE5,RALYL,RNA-binding Raly-like protein,26.5301,26.2129,26.0374,26.035,25.8379,26.4635
Q86SQ9,DHDDS,Dehydrodolichyl diphosphate synthase complex subunit DHDDS,21.6913,21.3316,20.8789,22.2686,22.8152,22.7473
Q86T03,PIP4P1,"Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase",22.5243,21.4228,22.779,26.7794,24.5426,25.835
Q86U38,NOP9,Nucleolar protein 9,25.1679,22.0761,24.3717,24.1128,25.4216,25.2959
Q86U42,PABPN1,Polyadenylate-binding protein 2,27.205,27.3882,27.4596,26.4752,26.893,26.8859
Q86U86,PBRM1,Protein polybromo-1,28.1703,26.3285,26.5,24.9565,26.459,25.8205
Q86UE4,MTDH,Protein LYRIC,27.0421,26.2126,25.7251,26.525,27.0584,24.1584
Q86UP2,KTN1,Kinectin,28.4598,27.1589,27.7617,29.7666,29.2908,28.671
Q86UY8,NT5DC3,5'-nucleotidase domain-containing protein 3,23.6044,21.3939,20.4499,23.028,25.0156,24.5891
Q86V35,CABP7,Calcium-binding protein 7,26.2215,26.8051,26.4539,28.5612,28.381,28.6258
Q86VM9,ZC3H18,Zinc finger CCCH domain-containing protein 18,21.2022,24.0533,22.9425,22.4108,23.2795,23.5431
Q86VP6,CAND1,Cullin-associated NEDD8-dissociated protein 1,26.6729,26.342,25.8146,29.3077,27.6412,27.2599
Q86W42,THOC6,THO complex subunit 6 homolog,25.3867,26.218,25.39,26.9928,27.3945,28.052
Q86WA6,BPHL,Valacyclovir hydrolase,21.7617,21.4067,20.6391,23.2576,23.5719,23.3988
Q86WA8,LONP2,"Lon protease homolog 2, peroxisomal",23.7704,21.0653,22.9588,25.24,24.4775,24.5393
Q86XP3,DDX42,ATP-dependent RNA helicase DDX42,22.1614,24.2284,21.0183,22.9468,24.1859,25.8044
Q86Y79,PTRH1,Probable peptidyl-tRNA hydrolase,23.7131,22.912,22.3092,22.7449,22.2339,21.5389
Q86Y82,STX12,Syntaxin-12,25.1011,25.426,25.7646,26.2852,26.4718,25.3872
Q86YN1,DOLPP1,Dolichyldiphosphatase 1,21.2625,21.5351,22.4813,24.6346,24.4505,24.2388
Q86YP4,GATAD2A,Transcriptional repressor p66-alpha,23.1604,23.6486,23.2577,22.5149,23.3583,22.5662
Q86YZ3,HRNR,Hornerin,22.2377,22.2169,24.3925,23.0574,23.984,19.1148
Q8IUE6,HIST2H2AB,Histone H2A type 2-B,26.6923,26.6736,26.7202,25.9548,26.1867,27.6913
Q8IUH3,RBM45,RNA-binding protein 45,24.3426,21.5597,22.0273,23.9387,24.0169,23.4404
Q8IV08,PLD3,Phospholipase D3,26.837,26.5277,26.8794,30.3827,30.9598,30.851
Q8IV63,VRK3,Inactive serine/threonine-protein kinase VRK3,20.626,23.4353,21.9453,20.4954,22.0668,22.1466
Q8IVL6,P3H3,Prolyl 3-hydroxylase 3,21.9854,23.5255,22.2759,26.1218,26.0022,25.7769
Q8IVS2,MCAT,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial",22.7732,22.5204,25.7646,22.721,24.734,22.3609
Q8IWA0,WDR75,WD repeat-containing protein 75,28.9976,28.0691,28.4647,28.6318,29.2293,28.862
Q8IWA4,MFN1,Mitofusin-1,25.3331,23.3499,22.8619,26.5044,26.4057,26.074
Q8IWF2,FOXRED2,FAD-dependent oxidoreductase domain-containing protein 2,22.6512,23.4038,21.7734,22.5836,24.0471,24.734
Q8IWS0,PHF6,PHD finger protein 6,24.2414,24.6822,22.0654,24.2021,24.7469,25.6866
Q8IWX8,CHERP,Calcium homeostasis endoplasmic reticulum protein,27.1869,27.5106,27.5877,27.4112,27.0677,27.2034
Q8IX01,SUGP2,SURP and G-patch domain-containing protein 2,28.2072,27.029,27.5854,26.2454,26.768,25.8227
Q8IX12,CCAR1,Cell division cycle and apoptosis regulator protein 1,28.6297,27.9668,28.3701,28.8078,28.913,28.6929
Q8IXB1,DNAJC10,DnaJ homolog subfamily C member 10,26.4542,26.9045,26.5389,29.3315,29.2236,29.2881
Q8IXI1,RHOT2,Mitochondrial Rho GTPase 2,25.3824,20.8423,21.2354,26.3891,26.2555,25.5453
Q8IXM3,MRPL41,"39S ribosomal protein L41, mitochondrial",22.7481,25.0296,25.1368,22.4277,22.1794,22.5176
Q8IXT5,RBM12B,RNA-binding protein 12B,27.0313,22.3383,25.608,22.7092,25.5931,25.3027
Q8IY37,DHX37,Probable ATP-dependent RNA helicase DHX37,27.0547,21.2106,24.1542,22.3096,25.7832,24.3679
Q8IY81,FTSJ3,pre-rRNA processing protein FTSJ3,30.373,29.3056,29.4167,28.2459,28.9554,28.3822
Q8IYB3,SRRM1,Serine/arginine repetitive matrix protein 1,26.4567,26.9417,27.1495,22.2467,26.0635,23.9261
Q8IYB8,SUPV3L1,"ATP-dependent RNA helicase SUPV3L1, mitochondrial",26.4701,25.4648,25.6353,26.2265,26.6887,25.9064
Q8IYI6,EXOC8,Exocyst complex component 8,20.9013,22.39,22.1915,23.1231,20.8364,21.6283
Q8IYT4,KATNAL2,Katanin p60 ATPase-containing subunit A-like 2,26.1367,25.8357,26.4939,27.966,27.5056,27.2651
Q8IYU8,MICU2,"Calcium uptake protein 2, mitochondrial",24.4871,21.6856,24.392,25.0385,24.8894,24.9541
Q8IZA0,KIAA0319L,Dyslexia-associated protein KIAA0319-like protein,20.48,21.1978,23.1147,25.7132,25.5116,24.8014
Q8N131,TMEM123,Porimin,23.6005,22.0653,21.7946,25.5968,25.5306,25.2189
Q8N138,ORMDL3,ORM1-like protein 3,24.8043,21.7466,22.7672,24.6516,24.851,22.8787
Q8N163,CCAR2,Cell cycle and apoptosis regulator protein 2,28.2225,27.71,28.0923,28.6413,28.449,28.4264
Q8N183,NDUFAF2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2,26.2104,24.0406,25.2826,26.1082,26.8491,26.2005
Q8N1F7,NUP93,Nuclear pore complex protein Nup93,30.3026,28.8321,30.5507,31.2778,31.8361,31.1405
Q8N1F8,STK11IP,Serine/threonine-protein kinase 11-interacting protein,19.9214,20.8345,21.3523,22.974,22.4823,22.8971
Q8N257,HIST3H2BB,Histone H2B type 3-B,35.9026,35.8845,35.8532,35.1955,35.0312,35.6133
Q8N2F6,ARMC10,Armadillo repeat-containing protein 10,21.5794,22.5543,21.7852,23.3468,23.4453,21.233
Q8N357,SLC35F6,Solute carrier family 35 member F6,24.7713,22.9308,23.0624,24.9755,24.8113,24.8103
Q8N3U4,STAG2,Cohesin subunit SA-2,26.284,25.4191,26.8561,27.1986,26.8033,27.16
Q8N442,GUF1,"Translation factor GUF1, mitochondrial",22.6254,20.5299,22.178,23.4064,23.2302,23.2331
Q8N4V1,MMGT1,Membrane magnesium transporter 1,26.0147,24.7959,21.742,25.4992,25.5131,24.4352
Q8N5C6,SRBD1,S1 RNA-binding domain-containing protein 1,26.9997,27.6673,27.0738,25.9792,25.9446,26.4351
Q8N5F7,NKAP,NF-kappa-B-activating protein,22.6788,28.4614,27.3174,21.1359,23.7255,22.7047
Q8N5K1,CISD2,CDGSH iron-sulfur domain-containing protein 2,27.3525,24.9777,25.4446,27.6597,27.381,26.1419
Q8N5M9,JAGN1,Protein jagunal homolog 1,25.176,21.6264,23.0948,23.9389,23.6731,23.5332
Q8N5N7,MRPL50,"39S ribosomal protein L50, mitochondrial",22.3079,22.376,22.8947,25.2611,25.4794,25.1811
Q8N684,CPSF7,Cleavage and polyadenylation specificity factor subunit 7,23.5333,21.9911,22.7661,23.0277,23.7221,23.41
Q8N726,CDKN2A,Tumor suppressor ARF,23.1167,22.2701,19.9482,21.5352,21.1183,23.0449
Q8N766,EMC1,ER membrane protein complex subunit 1,27.8505,25.9536,26.8214,29.5903,29.8964,29.2394
Q8N7H5,PAF1,RNA polymerase II-associated factor 1 homolog,21.9121,22.5715,22.5493,22.6562,22.6227,23.6023
Q8N8A6,DDX51,ATP-dependent RNA helicase DDX51,27.2421,25.3089,26.4909,24.9506,25.808,25.711
Q8N983,MRPL43,"39S ribosomal protein L43, mitochondrial",26.3313,27.8073,26.646,26.6829,25.2617,26.2581
Q8NAV1,PRPF38A,Pre-mRNA-splicing factor 38A,27.1424,27.0996,26.6686,22.0433,27.0186,26.2955
Q8NB78,KDM1B,Lysine-specific histone demethylase 1B,22.2013,22.0428,23.9878,23.5839,23.8007,23.8514
Q8NBJ5,COLGALT1,Procollagen galactosyltransferase 1,28.6654,27.2283,28.6108,30.8427,30.8313,30.7383
Q8NBJ7,SUMF2,Inactive C-alpha-formylglycine-generating enzyme 2,22.5262,22.46,21.8177,27.5489,27.4862,27.6887
Q8NBM8,PCYOX1L,Prenylcysteine oxidase-like,24.8501,23.6115,24.7035,27.7995,28.2393,27.9282
Q8NBN7,RDH13,Retinol dehydrogenase 13,25.8469,25.9487,25.1639,28.374,28.1672,28.1353
Q8NBQ5,HSD17B11,Estradiol 17-beta-dehydrogenase 11,22.6312,22.8428,22.3102,23.8369,23.1044,22.0717
Q8NBS9,TXNDC5,Thioredoxin domain-containing protein 5,28.9078,29.6664,29.575,31.9279,31.9027,32.1112
Q8NBU5,ATAD1,ATPase family AAA domain-containing protein 1,26.2986,21.2573,22.0946,27.1085,26.7638,24.1316
Q8NBX0,SCCPDH,Saccharopine dehydrogenase-like oxidoreductase,25.643,21.7175,24.8891,27.7635,27.5785,25.88
Q8NC51,SERBP1,Plasminogen activator inhibitor 1 RNA-binding protein,24.9946,25.7264,25.1092,25.6217,24.6831,24.5295
Q8NC56,LEMD2,LEM domain-containing protein 2,26.7401,25.5825,25.0065,25.2492,25.0475,25.6383
Q8NCC3,PLA2G15,Group XV phospholipase A2,21.1745,21.3125,22.7491,24.1004,24.3297,24.4262
Q8NCN5,PDPR,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial",23.0462,21.9696,20.6717,21.8956,23.8574,23.6859
Q8NCW5,NAXE,NAD(P)H-hydrate epimerase,27.1458,24.8252,24.5484,27.3634,27.033,26.6883
Q8ND82,ZNF280C,Zinc finger protein 280C,26.7226,21.2058,25.4652,20.6645,25.0485,23.7865
Q8NDI1,EHBP1,EH domain-binding protein 1,20.7282,22.2343,22.3732,21.8828,23.0804,23.6475
Q8NDV3,SMC1B,Structural maintenance of chromosomes protein 1B,25.3456,21.4215,24.9826,24.2048,24.5564,21.2169
Q8NE62,CHDH,"Choline dehydrogenase, mitochondrial",23.7501,21.0493,20.9268,24.3029,25.1352,25.1764
Q8NEJ9,NGDN,Neuroguidin,25.7295,26.0057,25.9133,24.9535,25.0076,23.8227
Q8NEY8,PPHLN1,Periphilin-1,23.6275,22.5136,21.4849,24.4173,22.8483,21.8229
Q8NF37,LPCAT1,Lysophosphatidylcholine acyltransferase 1,23.0776,22.9687,22.1084,24.3123,25.2611,22.1858
Q8NFD5,ARID1B,AT-rich interactive domain-containing protein 1B,22.9724,20.0345,21.9232,20.2213,19.6213,19.7291
Q8NFF5,FLAD1,FAD synthase,22.2561,21.6169,21.1597,25.4343,24.5491,24.4247
Q8NFH3,NUP43,Nucleoporin Nup43,22.6049,22.9713,25.7821,26.5449,27.5338,27.8321
Q8NFH4,NUP37,Nucleoporin Nup37,26.4714,26.2469,26.0784,28.3525,28.5171,29.0829
Q8NFH5,NUP35,Nucleoporin NUP35,22.4086,25.8351,25.1905,22.7453,26.077,26.2829
Q8NFQ8,TOR1AIP2,Torsin-1A-interacting protein 2,25.9645,25.2647,24.6249,28.6378,28.9347,27.8222
Q8NFV4,ABHD11,Protein ABHD11,23.2863,23.3007,23.1889,25.0471,24.3881,24.657
Q8NFW8,CMAS,N-acylneuraminate cytidylyltransferase,25.3926,21.0099,25.1487,25.1242,24.7451,21.9975
Q8NFZ8,CADM4,Cell adhesion molecule 4,22.0164,20.9154,22.6509,23.5977,24.9808,25.7877
Q8NHH9,ATL2,Atlastin-2,24.8811,23.873,22.655,26.6155,26.2163,25.5746
Q8NHP8,PLBD2,Putative phospholipase B-like 2,21.7254,21.5255,22.7696,22.5041,24.1935,26.3719
Q8NI27,THOC2,THO complex subunit 2,28.2438,26.9051,26.923,26.0349,27.1909,26.5551
Q8NI35,PATJ,InaD-like protein,25.1468,25.0861,25.1786,25.9045,25.7985,21.6263
Q8NI36,WDR36,WD repeat-containing protein 36,29.5258,28.8379,29.1232,28.5221,29.322,28.7869
Q8NI60,COQ8A,"Atypical kinase COQ8A, mitochondrial",24.1042,23.1159,22.6961,22.8038,25.2422,25.0273
Q8TAA5,GRPEL2,"GrpE protein homolog 2, mitochondrial",22.045,21.5755,21.1767,27.2439,22.457,26.4323
Q8TAE8,GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,23.6973,25.2689,25.1688,22.9664,22.0629,27.175
Q8TAQ2,SMARCC2,SWI/SNF complex subunit SMARCC2,26.9409,26.5046,26.8826,25.7987,26.5793,27.4206
Q8TAT6,NPLOC4,Nuclear protein localization protein 4 homolog,24.5162,21.834,22.059,26.0998,22.8746,23.639
Q8TB37,NUBPL,Iron-sulfur protein NUBPL,21.9526,21.751,21.7556,23.7671,23.4967,22.1687
Q8TBA6,GOLGA5,Golgin subfamily A member 5,24.9408,21.9528,21.2717,26.9893,26.5077,27.0627
Q8TBQ9,TMEM167A,Protein kish-A,20.9753,21.4595,20.9667,24.0088,22.5636,21.9374
Q8TC12,RDH11,Retinol dehydrogenase 11,25.2336,24.027,23.943,25.7741,25.7173,23.7433
Q8TCS8,PNPT1,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",28.6255,28.1879,28.3536,28.8176,29.1508,28.9415
Q8TCT8,SPPL2A,Signal peptide peptidase-like 2A,20.8573,20.4675,21.8821,24.4794,24.1418,21.3884
Q8TCT9,HM13,Minor histocompatibility antigen H13,21.4964,20.6052,20.902,27.2179,26.2676,22.937
Q8TDD1,DDX54,ATP-dependent RNA helicase DDX54,30.5956,27.7989,28.3993,27.3662,28.4106,27.6498
Q8TDN6,BRIX1,Ribosome biogenesis protein BRX1 homolog,31.0835,29.1098,29.3003,28.9576,29.3151,28.8455
Q8TED0,UTP15,U3 small nucleolar RNA-associated protein 15 homolog,28.3813,26.5981,27.1261,27.1291,27.6984,27.651
Q8TEM1,NUP210,Nuclear pore membrane glycoprotein 210,28.115,24.7271,26.5689,28.2596,29.4007,27.9484
Q8TEX9,IPO4,Importin-4,23.2482,23.6303,23.0083,25.3576,23.7464,24.6346
Q8TF76,HASPIN,Serine/threonine-protein kinase haspin,23.4543,21.1762,22.618,22.7862,22.1115,20.8315
Q8WTT2,NOC3L,Nucleolar complex protein 3 homolog,29.715,28.3905,28.6712,28.07,28.3943,28.1405
Q8WTV0,SCARB1,Scavenger receptor class B member 1,23.0646,22.5929,20.7072,28.8289,28.4259,28.3283
Q8WU76,SCFD2,Sec1 family domain-containing protein 2,21.5692,22.1677,22.6174,24.3096,23.7938,23.982
Q8WUA2,PPIL4,Peptidyl-prolyl cis-trans isomerase-like 4,21.4604,25.3084,21.2923,23.6699,24.2896,24.9156
Q8WUA4,GTF3C2,General transcription factor 3C polypeptide 2,25.4241,22.8487,20.2074,24.205,25.2211,24.7837
Q8WUM0,NUP133,Nuclear pore complex protein Nup133,28.4578,27.4622,28.0381,30.2684,30.5658,30.4088
